,totalSeasons,Plot,Rated,Response,Language,Title,Country,Writer,Metascore,imdbRating,Director,Released,Actors,Year,Genre,Awards,Runtime,Type,Poster,imdbVotes,imdbID,Awards Wins,Awards Nominated,Primetime Emmys Wins,Primetime Emmys Nominations,Oscar Nominations,Oscar Wins,Golden Globe Nominations,Golden Globe Wins,BAFTA Nominations,BAFTA Wins
4736,none,The time-travelling adventures of an advanced canine and his adopted son; as they endeavor to fix a time rift they created.,PG,True,English,Mr. Peabody & Sherman,USA,"Jay Ward (based on the series produced by); Craig Wright (screenplay); Robert Ben Garant (additional dialogue); Thomas Lennon (additional dialogue); Ted Key (based upon the characters and format created by: ""Sherman and Peabody""); Michael McCullers (additional screenplay material)",59,6.9,Rob Minkoff,07 Mar 2014,Ty Burrell; Max Charles; Lauri Fraser; Guillaume Aretos,2014,Animation; Adventure; Comedy,2 wins & 16 nominations.,92 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMzM0NzcwN15BMl5BanBnXkFtZTgwNzk1MjMzMTE@._V1_SX300.jpg,49096,tt0864835,2,16,0,0,0,0,0,0,0,0
4737,none,In the 1960s; Beach Boys leader Brian Wilson struggles with emerging psychosis as he attempts to craft his avant-garde pop masterpiece. In the 1980s; he is a broken; confused man under the 24-hour watch of shady therapist Dr. Eugene Landy.,PG-13,True,English,Love & Mercy,USA,Oren Moverman; Michael A. Lerner; Brian Wilson (based on the life of),80,7.4,Bill Pohlad,19 Jun 2015,Paul Dano; John Cusack; Elizabeth Banks; Paul Giamatti,2014,Biography; Drama; Music,Nominated for 2 Golden Globes. Another 20 wins & 52 nominations.,121 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk1MTkwMzU4Nl5BMl5BanBnXkFtZTgwNjY0MDE1NTE@._V1_SX300.jpg,24784,tt0903657,20,54,0,0,0,0,2,0,0,0
4740,none,When a teenage girl says she's the victim of a secret network called The Sisterhood of Night; a quiet suburban town becomes the backdrop for a modern-day Salem witch trial.,PG-13,True,English,The Sisterhood of Night,USA,Marilyn Fu (screenplay); Steven Millhauser (short story),60,6.3,Caryn Waechter,18 Oct 2014,Georgie Henley; Kara Hayward; Willa Cuthrell; Olivia DeJonge,2014,Drama; Mystery; Thriller,2 wins & 4 nominations.,104 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BODg3MjE0MDM4N15BMl5BanBnXkFtZTgwOTY0MjE5NDE@._V1_SX300.jpg,1427,tt1015471,2,4,0,0,0,0,0,0,0,0
4744,none,Jack Ryan; as a young covert CIA analyst; uncovers a Russian plot to crash the U.S. economy with a terrorist attack.,PG-13,True,English; Russian,Jack Ryan: Shadow Recruit,USA; Russia,Adam Cozad; David Koepp; Tom Clancy (based on characters created by),57,6.2,Kenneth Branagh,17 Jan 2014,Chris Pine; Keira Knightley; Kevin Costner; Kenneth Branagh,2014,Action; Drama; Thriller,2 nominations.,105 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MDkxNzYwNl5BMl5BanBnXkFtZTgwOTM2MjE5MDE@._V1_SX300.jpg,100714,tt1205537,0,2,0,0,0,0,0,0,0,0
4745,none,Native American warrior Tonto recounts the untold tales that transformed John Reid; a man of the law; into a legend of justice.,PG-13,True,English; North American Indian,The Lone Ranger,USA,Justin Haythe (screenplay); Ted Elliott (screenplay); Terry Rossio (screenplay); Ted Elliott (screen story); Terry Rossio (screen story); Justin Haythe (screen story),37,6.5,Gore Verbinski,03 Jul 2013,Johnny Depp; Armie Hammer; William Fichtner; Tom Wilkinson,2013,Action; Adventure; Western,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,150 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3Mjk5MTUxOV5BMl5BanBnXkFtZTcwNTMyNzY3OQ@@._V1_SX300.jpg,184696,tt1210819,4,19,0,0,2,0,0,0,0,0
4747,none,With the '70s behind him; San Diego's top-rated newsman; Ron Burgundy; returns to take New York's first 24-hour news channel by storm.,PG-13,True,English,Anchorman 2: The Legend Continues,USA,Will Ferrell; Adam McKay; Will Ferrell (characters); Adam McKay (characters),61,6.3,Adam McKay,18 Dec 2013,Will Ferrell; Steve Carell; Paul Rudd; David Koechner,2013,Comedy,1 win & 23 nominations.,119 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5ODk0NjQzNV5BMl5BanBnXkFtZTgwODk4MDA1MDE@._V1_SX300.jpg,133784,tt1229340,1,23,0,0,0,0,0,0,0,0
4748,none,In 2028 Detroit; when Alex Murphy - a loving husband; father and good cop - is critically injured in the line of duty; the multinational conglomerate OmniCorp sees their chance for a part-man; part-robot police officer.,PG-13,True,English; Persian; Ukrainian,RoboCop,USA,Joshua Zetumer; Edward Neumeier; Michael Miner; Edward Neumeier; Michael Miner,52,6.2,José Padilha,12 Feb 2014,Joel Kinnaman; Gary Oldman; Michael Keaton; Abbie Cornish,2014,Action; Crime; Sci-Fi,4 wins & 1 nomination.,117 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAyOTUzMTcxN15BMl5BanBnXkFtZTgwMjkyOTc1MDE@._V1_SX300.jpg,186095,tt1234721,4,1,0,0,0,0,0,0,0,0
4754,none,When a kingpin threatens New York City; a group of mutated turtle warriors must emerge from the shadows to protect their home.,PG-13,True,English; Japanese,Teenage Mutant Ninja Turtles,USA,Josh Appelbaum; André Nemec; Evan Daugherty; Peter Laird (Teenage Mutant Ninja Turtles characters); Kevin Eastman (Teenage Mutant Ninja Turtles characters),31,5.9,Jonathan Liebesman,08 Aug 2014,Megan Fox; Will Arnett; William Fichtner; Alan Ritchson,2014,Action; Adventure; Comedy,1 win & 10 nominations.,101 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUzODQ5MDY5NV5BMl5BanBnXkFtZTgwOTc1NzcyMjE@._V1_SX300.jpg,172217,tt1291150,1,10,0,0,0,0,0,0,0,0
4755,none,When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin; he starts an odyssey of rebuilding and retribution.,PG-13,True,English,Iron Man 3,USA,"Drew Pearce (screenplay); Shane Black (screenplay); Stan Lee (based on the Marvel comic book by); Don Heck (based on the Marvel comic book by); Larry Lieber (based on the Marvel comic book by); Jack Kirby (based on the Marvel comic book by); Warren Ellis (based on the ""Extremis"" mini-series written by); Adi Granov (based on the ""Extremis"" mini-series illustrated by)",62,7.2,Shane Black,03 May 2013,Robert Downey Jr.; Gwyneth Paltrow; Don Cheadle; Guy Pearce,2013,Action; Adventure; Sci-Fi,Nominated for 1 Oscar. Another 17 wins & 53 nominations.,130 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzMjEzMjY1M15BMl5BanBnXkFtZTcwNTMxOTYyOQ@@._V1_SX300.jpg,567520,tt1300854,17,54,0,0,1,0,0,0,0,0
4756,none,A writer and wall street trader; Nick; finds himself drawn to the past and lifestyle of his millionaire neighbor; Jay Gatsby.,PG-13,True,English,The Great Gatsby,Australia; USA,Baz Luhrmann (screenplay); Craig Pearce (screenplay); F. Scott Fitzgerald (based on the novel by),55,7.3,Baz Luhrmann,10 May 2013,Lisa Adam; Frank Aldridge; Amitabh Bachchan; Steve Bisley,2013,Drama; Romance,Won 2 Oscars. Another 44 wins & 74 nominations.,143 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNTk1ODcxNl5BMl5BanBnXkFtZTcwMDI1OTMzOQ@@._V1_SX300.jpg,370449,tt1343092,46,74,0,0,0,2,0,0,0,0
4757,none,Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience; she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.,PG-13,True,English,If I Stay,USA,Shauna Cross (screenplay); Gayle Forman (novel),46,6.8,R.J. Cutler,22 Aug 2014,Chloë Grace Moretz; Mireille Enos; Jamie Blackley; Joshua Leonard,2014,Drama; Fantasy; Music,2 wins & 1 nomination.,107 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4NjkxODMyMF5BMl5BanBnXkFtZTgwODYwODQ5MTE@._V1_SX300.jpg,86981,tt1355630,2,1,0,0,0,0,0,0,0,0
4759,none,After the crew of the Enterprise find an unstoppable force of terror from within their own organization; Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.,PG-13,True,English; Klingon,Star Trek Into Darkness,USA,"Roberto Orci; Alex Kurtzman; Damon Lindelof; Gene Roddenberry (television series ""Star Trek"")",72,7.8,J.J. Abrams,16 May 2013,Chris Pine; Zachary Quinto; Zoe Saldana; Karl Urban,2013,Action; Adventure; Sci-Fi,Nominated for 1 Oscar. Another 6 wins & 46 nominations.,132 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NzczOTgxNF5BMl5BanBnXkFtZTcwODQ5ODczOQ@@._V1_SX300.jpg,403676,tt1408101,6,47,0,0,1,0,0,0,0,0
4760,none,Hansel & Gretel are bounty hunters who track and kill witches all over the world. As the fabled Blood Moon approaches; the siblings encounter a new form of evil that might hold a secret to their past.,R,True,English,Hansel & Gretel: Witch Hunters,Germany; USA,Tommy Wirkola,21,6.1,Tommy Wirkola,25 Jan 2013,Jeremy Renner; Gemma Arterton; Famke Janssen; Pihla Viitala,2013,Action; Fantasy; Horror,1 win & 4 nominations.,88 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg,162586,tt1428538,1,4,0,0,0,0,0,0,0,0
4761,none,When Wolverine is summoned to Japan by an old acquaintance; he is embroiled in a conflict that forces him to confront his own demons.,PG-13,True,English; Japanese,The Wolverine,USA; UK; Australia; Japan,Mark Bomback (screenplay); Scott Frank (screenplay),60,6.7,James Mangold,26 Jul 2013,Hugh Jackman; Tao Okamoto; Rila Fukushima; Hiroyuki Sanada,2013,Action; Adventure; Sci-Fi,2 wins & 11 nominations.,126 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNzg1MDQxMTQ2OF5BMl5BanBnXkFtZTcwMTk3MjAzOQ@@._V1_SX300.jpg,334223,tt1430132,2,11,0,0,0,0,0,0,0,0
4762,none,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,G,True,English,Monsters University,USA,Dan Scanlon (story by); Daniel Gerson (story by); Robert L. Baird (story by); Daniel Gerson (screenplay); Robert L. Baird (screenplay); Dan Scanlon (screenplay),65,7.3,Dan Scanlon,21 Jun 2013,Billy Crystal; John Goodman; Steve Buscemi; Helen Mirren,2013,Animation; Adventure; Comedy,Nominated for 1 BAFTA Film Award. Another 9 wins & 54 nominations.,104 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_SX300.jpg,240364,tt1453405,9,55,0,0,0,0,0,0,1,0
4763,none,A medical engineer and an astronaut work together to survive after an accident leaves them adrift in space.,PG-13,True,English; Greenlandic,Gravity,UK; USA,Alfonso Cuarón; Jonás Cuarón,96,7.8,Alfonso Cuarón,04 Oct 2013,Sandra Bullock; George Clooney; Ed Harris; Orto Ignatiussen,2013,Adventure; Drama; Sci-Fi,Won 7 Oscars. Another 215 wins & 169 nominations.,91 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_SX300.jpg,596756,tt1454468,222,169,0,0,0,7,0,0,0,0
4764,none,A recounting of Jack Kerouac's (here known by the name of his fictional alter-ego Jack Duluoz) three sojourns to the cabin in Big Sur; owned by poet Lawrence Ferlinghetti.,R,True,English,Big Sur,USA,Jack Kerouac (novel); Michael Polish (screenplay),49,5.9,Michael Polish,01 Nov 2013,Jean-Marc Barr; Kate Bosworth; Josh Lucas; Anthony Edwards,2013,Drama; Romance,1 nomination.,81 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MDU0MDY2MF5BMl5BanBnXkFtZTgwNDY3NjUzMDE@._V1_SX300.jpg,1482,tt1462411,0,1,0,0,0,0,0,0,0,0
4767,none,An ordinary Lego construction worker; thought to be the prophesied 'Special'; is recruited to join a quest to stop an evil tyrant from gluing the Lego universe into eternal stasis.,PG,True,English,The Lego Movie,Australia; USA; Denmark,Phil Lord (screenplay); Christopher Miller (screenplay); Dan Hageman (story); Kevin Hageman (story); Phil Lord (story); Christopher Miller (story),83,7.8,Phil Lord; Christopher Miller,07 Feb 2014,Will Arnett; Elizabeth Banks; Craig Berry; Alison Brie,2014,Animation; Action; Adventure,Nominated for 1 Oscar. Another 70 wins & 59 nominations.,100 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MDk1ODExN15BMl5BanBnXkFtZTgwNzIyNjg3MDE@._V1_SX300.jpg,251557,tt1490017,70,60,0,0,1,0,0,0,0,0
4769,none,The defiant leader Moses rises up against the Egyptian Pharaoh Ramses; setting 600;000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.,PG-13,True,English,Exodus: Gods and Kings,UK; USA; Spain,Adam Cooper; Bill Collage; Jeffrey Caine; Steven Zaillian,52,6.1,Ridley Scott,12 Dec 2014,Christian Bale; Joel Edgerton; John Turturro; Aaron Paul,2014,Action; Adventure; Drama,4 nominations.,150 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3MDY0NjkxNl5BMl5BanBnXkFtZTgwNTM3NTA0MzE@._V1_SX300.jpg,131797,tt1528100,0,4,0,0,0,0,0,0,0,0
4770,none,Having both coincidentally cheated death on the same day; estranged twins reunite with the possibility of mending their relationship.,R,True,English,The Skeleton Twins,USA,Craig Johnson; Mark Heyman,74,6.8,Craig Johnson,11 Sep 2014,Bill Hader; Kristen Wiig; Luke Wilson; Ty Burrell,2014,Comedy; Drama; Romance,4 wins & 10 nominations.,93 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5MjM3NDEwN15BMl5BanBnXkFtZTgwMDIxNjYzMjE@._V1_SX300.jpg,32200,tt1571249,4,10,0,0,0,0,0,0,0,0
4771,none,A vengeful fairy is driven to curse an infant princess; only to discover that the child may be the one person who can restore peace to their troubled land.,PG,True,English,Maleficent,USA; UK,"Linda Woolverton (screenplay); Charles Perrault (based on ""La Belle au bois dormant"" written by)",56,7.0,Robert Stromberg,30 May 2014,Angelina Jolie; Elle Fanning; Sharlto Copley; Lesley Manville,2014,Action; Adventure; Family,Nominated for 1 Oscar. Another 9 wins & 40 nominations.,97 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_SX300.jpg,258662,tt1587310,9,41,0,0,1,0,0,0,0,0
4772,none,After a highly unusual zombie saves a still-living girl from an attack; the two form a relationship that sets in motion events that might transform the entire lifeless world.,PG-13,True,English,Warm Bodies,USA; Canada,Jonathan Levine (screenplay); Isaac Marion (novel),59,6.9,Jonathan Levine,01 Feb 2013,Nicholas Hoult; Teresa Palmer; Analeigh Tipton; Rob Corddry,2013,Comedy; Horror; Romance,1 win & 9 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MjY2MjMzOV5BMl5BanBnXkFtZTcwMDUxNzIwOQ@@._V1._CR43;43.16667175292969;1298;1960.9999542236328_SX89_AL_.jpg_V1_SX300.jpg,188285,tt1588173,1,9,0,0,0,0,0,0,0,0
4775,none,John McClane travels to Russia to help out his seemingly wayward son; Jack; only to discover that Jack is a CIA operative working undercover; causing the father and son to team up against underworld forces.,R,True,English; Russian; Hindi,A Good Day to Die Hard,USA,Skip Woods; Roderick Thorp (certain original characters by),28,5.3,John Moore,14 Feb 2013,Bruce Willis; Jai Courtney; Sebastian Koch; Mary Elizabeth Winstead,2013,Action; Thriller,3 wins & 7 nominations.,98 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzgyNzUzOV5BMl5BanBnXkFtZTcwMzAwOTA5OA@@._V1_SX300.jpg,167750,tt1606378,3,7,0,0,0,0,0,0,0,0
4777,none,Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history - and get turkey off the holiday menu for good.,PG,True,English,Free Birds,USA,Scott Mosier (screenplay); Jimmy Hayward (screenplay); David I. Stern (story); John J. Strauss (story),38,5.9,Jimmy Hayward,01 Nov 2013,Owen Wilson; Woody Harrelson; Amy Poehler; George Takei,2013,Animation; Adventure; Comedy,2 nominations.,91 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BNjE0NjIwMzAwOF5BMl5BanBnXkFtZTgwOTIyMzMzMDE@._V1_SX300.jpg,18290,tt1621039,0,2,0,0,0,0,0,0,0,0
4779,none,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.,PG,True,English,Oz the Great and Powerful,USA,"Mitchell Kapner (screenplay); David Lindsay-Abaire (screenplay); Mitchell Kapner (screen story); L. Frank Baum (""Oz"" works)",44,6.4,Sam Raimi,08 Mar 2013,James Franco; Mila Kunis; Rachel Weisz; Michelle Williams,2013,Adventure; Family; Fantasy,5 wins & 31 nominations.,130 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg,177084,tt1623205,5,31,0,0,0,0,0,0,0,0
4780,none,A soldier fighting aliens gets to relive the same day over and over again; the day restarting every time he dies.,PG-13,True,English,Edge of Tomorrow,USA; Canada,Christopher McQuarrie (screenplay); Jez Butterworth (screenplay); John-Henry Butterworth (screenplay); Hiroshi Sakurazaka (novel),71,7.9,Doug Liman,06 Jun 2014,Tom Cruise; Emily Blunt; Brendan Gleeson; Bill Paxton,2014,Action; Adventure; Sci-Fi,11 wins & 34 nominations.,113 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5OTk4MTM3M15BMl5BanBnXkFtZTgwODcxNjg3MDE@._V1_SX300.jpg,445161,tt1631867,11,34,0,0,0,0,0,0,0,0
4783,none,When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider; the two friends find themselves at the center of a battle to protect the peace.,PG,True,English,How to Train Your Dragon 2,USA,"Dean DeBlois; Cressida Cowell (""How to Train Your Dragon"" book series)",76,7.9,Dean DeBlois,13 Jun 2014,Jay Baruchel; Cate Blanchett; Gerard Butler; Craig Ferguson,2014,Animation; Action; Adventure,Nominated for 1 Oscar. Another 13 wins & 59 nominations.,102 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg,226525,tt1646971,13,60,0,0,1,0,0,0,0,0
4784,none,Following Kick-Ass' heroics; other citizens are inspired to become masked crusaders. But the Red Mist leads his own group of evil supervillains to kill Kick-Ass and destroy everything for which he stands.,R,True,English,Kick-Ass 2,USA; UK; Japan,Jeff Wadlow (screenplay); Mark Millar (comic book); John Romita Jr. (comic book),41,6.6,Jeff Wadlow,16 Aug 2013,Aaron Taylor-Johnson; Chloë Grace Moretz; Morris Chestnut; Claudia Lee,2013,Action; Comedy; Crime,1 win & 7 nominations.,103 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4OTQxNzc0N15BMl5BanBnXkFtZTcwOTQxOTU5OQ@@._V1_SX300.jpg,207145,tt1650554,1,7,0,0,0,0,0,0,0,0
4787,none,As a war between humankind and monstrous sea creatures wages on; a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.,PG-13,True,English; Japanese; Cantonese; Mandarin,Pacific Rim,USA,Travis Beacham (screenplay); Guillermo del Toro (screenplay); Travis Beacham (story),64,7.0,Guillermo del Toro,12 Jul 2013,Charlie Hunnam; Diego Klattenhoff; Idris Elba; Rinko Kikuchi,2013,Action; Adventure; Sci-Fi,Nominated for 1 BAFTA Film Award. Another 5 wins & 42 nominations.,131 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTI5NjQ4Nl5BMl5BanBnXkFtZTcwOTU1OTU0OQ@@._V1_SX300.jpg,388253,tt1663662,5,43,0,0,0,0,0,0,1,0
4789,none,An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,PG-13,True,English; French,Now You See Me,USA; France,Ed Solomon (screenplay); Boaz Yakin (screenplay); Edward Ricourt (screenplay); Boaz Yakin (story); Edward Ricourt (story),50,7.3,Louis Leterrier,31 May 2013,Jesse Eisenberg; Mark Ruffalo; Woody Harrelson; Isla Fisher,2013,Crime; Mystery; Thriller,1 win & 3 nominations.,115 min,movie,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0NDY3MDMxN15BMl5BanBnXkFtZTcwOTM5NzMzOQ@@._V1_SX300.jpg,469033,tt1670345,1,3,0,0,0,0,0,0,0,0
